imdbid,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $),bechdel
tt1100089,Foxcatcher,2014,R,134 min,"Biography, Drama, History",7.0,"U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.",Bennett Miller,/name/nm0587955/,"Steve Carell, 
Channing Tatum, 
Mark Ruffalo, 
Vanessa Redgrave","/name/nm0136797/,/name/nm1475594/,/name/nm0749263/,/name/nm0000603/",144455.0,12096300.0,1
tt2223990,Draft Day,2014,PG-13,110 min,"Drama, Sport",6.8,"At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",Ivan Reitman,/name/nm0718645/,"Kevin Costner, 
Chadwick Boseman, 
Jennifer Garner, 
Frank Langella","/name/nm0000126/,/name/nm1569276/,/name/nm0004950/,/name/nm0001449/",62150.0,28831145.0,2
tt1478839,The Art of Racing in the Rain,2019,UA 7+,109 min,"Comedy, Drama, Romance",7.5,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",Simon Curtis,/name/nm0193508/,"Kevin Costner, 
Milo Ventimiglia, 
Jackie Minns, 
Marcus Hondro","/name/nm0000126/,/name/nm0893257/,/name/nm4467076/,/name/nm0393125/",33143.0,25501224.0,2
tt1596346,Soul Surfer,2011,PG,112 min,"Biography, Drama, Family",7.0,Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,Sean McNamara,/name/nm0573732/,"AnnaSophia Robb, 
Dennis Quaid, 
Helen Hunt, 
Carrie Underwood","/name/nm1455681/,/name/nm0000598/,/name/nm0000166/,/name/nm1863227/",50600.0,43853424.0,3
tt1456635,Goon,2011,R,92 min,"Comedy, Drama, Sport",6.8,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.",Michael Dowse,/name/nm0236226/,"Seann William Scott, 
Jay Baruchel, 
Alison Pill, 
Eugene Levy","/name/nm0005405/,/name/nm0059431/,/name/nm0683467/,/name/nm0506405/",88084.0,4168144.0,0
tt1083452,Eddie the Eagle,2015,UA,106 min,"Adventure, Biography, Comedy",7.3,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",Dexter Fletcher,/name/nm0002077/,"Taron Egerton, 
Hugh Jackman, 
Tom Costello, 
Jo Hartley","/name/nm5473782/,/name/nm0413168/,/name/nm8030441/,/name/nm0366846/",95115.0,15785632.0,2
tt1057500,Invictus,2009,UA,134 min,"Action, Biography, Drama",7.3,"Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",Clint Eastwood,/name/nm0000142/,"Morgan Freeman, 
Matt Damon, 
Tony Kgoroge, 
Patrick Mofokeng","/name/nm0000151/,/name/nm0000354/,/name/nm0450961/,/name/nm0595680/",161947.0,37491364.0,1
tt3322364,Concussion,2015,PG-13,123 min,"Biography, Drama, Sport",7.1,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",Peter Landesman,/name/nm1481618/,"Will Smith, 
Alec Baldwin, 
Albert Brooks, 
David Morse","/name/nm0000226/,/name/nm0000285/,/name/nm0000983/,/name/nm0001556/",96771.0,34542474.0,1
tt1860353,Turbo,2013,U,96 min,"Animation, Adventure, Comedy",6.4,A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,David Soren,/name/nm1659741/,"Ryan Reynolds, 
Paul Giamatti, 
Maya Rudolph, 
Samuel L. Jackson","/name/nm0005351/,/name/nm0316079/,/name/nm0748973/,/name/nm0000168/",100671.0,83028128.0,3
tt5074352,Dangal,2016,U,161 min,"Action, Biography, Drama",8.3,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Nitesh Tiwari,/name/nm4318159/,"Aamir Khan, 
Sakshi Tanwar, 
Fatima Sana Shaikh, 
Sanya Malhotra","/name/nm0451148/,/name/nm2799219/,/name/nm0760778/,/name/nm7621667/",193894.0,12391761.0,3
tt1691917,Planes,2013,U,91 min,"Animation, Adventure, Comedy",5.7,A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,Klay Hall,/name/nm0355806/,"Carlos Alazraqui, 
Dane Cook, 
Stacy Keach, 
Brad Garrett","/name/nm0016141/,/name/nm0176981/,/name/nm0005078/,/name/nm0004951/",46261.0,90288712.0,1
tt4622512,Battle of the Sexes,2017,UA,121 min,"Biography, Comedy, Drama",6.7,The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,"Jonathan Dayton, 
Valerie Faris",/name/nm0206760/,"Emma Stone, 
Steve Carell, 
Andrea Riseborough, 
Sarah Silverman","/name/nm0267512/,/name/nm1297015/,/name/nm0136797/,/name/nm2057859/,/name/nm0798971/",56838.0,12638526.0,3
tt1083456,Fired Up!,2009,UA,90 min,"Comedy, Sport",6.1,The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,Will Gluck,/name/nm0323239/,"Eric Christian Olsen, 
Nicholas D'Agosto, 
Sarah Roemer, 
Molly Sims","/name/nm0647638/,/name/nm0194900/,/name/nm2105255/,/name/nm0801356/",44847.0,17231291.0,1
